O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
3003779,68788,O,74293.28,1997-03-10,1-URGENT,Clerk#000000969,0,ake. special instructions x-ray according to the
3003780,62108,O,263662.73,1995-10-06,2-HIGH,Clerk#000000940,0,ost across the blithely bold pinto beans. foxes detect blit
3003781,141667,F,30516.07,1994-08-04,5-LOW,Clerk#000000912,0,"-ray slyly quickly regular packages: pending, regular requ"
3003782,46663,F,160952.31,1994-03-03,2-HIGH,Clerk#000000949,0,"ending deposits nag against the ironic, final deposits. final account"
3003783,46757,O,29540.67,1998-07-11,1-URGENT,Clerk#000000414,0,. blithely regular escapad
3003808,129727,P,330245.45,1995-05-08,2-HIGH,Clerk#000000007,0,he pending packages. slyly final instructions sleep special requests. quickly
3003809,70603,F,229263.19,1994-03-12,2-HIGH,Clerk#000000452,0,long the slyly final instruction
3003810,109796,F,134470.19,1994-07-07,4-NOT SPECIFIED,Clerk#000000277,0,thely pending instructions. carefully regular requests cajol
3003811,35860,F,74079.01,1992-04-27,5-LOW,Clerk#000000516,0,yly ironic packages. carefully 
3003812,126619,O,19781.97,1996-09-11,3-MEDIUM,Clerk#000000728,0," ideas. requests among the packages use slyly against the pending, c"
3003813,24397,F,227846.23,1994-09-22,2-HIGH,Clerk#000000203,0,accounts cajole carefully accordin
3003814,74926,F,170617.47,1992-04-28,2-HIGH,Clerk#000000863,0,instructions cajole above the bli
3003815,17197,O,122570.88,1997-08-28,3-MEDIUM,Clerk#000000751,0,"ckey players cajole. bold, express ideas "
3003840,123397,O,211301.67,1997-12-22,4-NOT SPECIFIED,Clerk#000000093,0,ckly ironic foxes. carefully ironic req
3003841,30163,F,325081.40,1993-01-03,5-LOW,Clerk#000000998,0,"nding, regular requests! furiously regula"
3003842,70558,F,76422.06,1994-04-19,2-HIGH,Clerk#000000962,0,er the furiously final account
3003843,99271,P,197486.12,1995-03-14,4-NOT SPECIFIED,Clerk#000000250,0,"uickly silent, express packages. dep"
3003844,147335,O,133116.57,1995-11-04,2-HIGH,Clerk#000000378,0,telets. instructions cajole fluffily even foxes.
3003845,43897,F,276991.44,1994-11-21,5-LOW,Clerk#000000715,0, after the final sheaves. carefully daring packages affix. fin
3003846,58354,F,19961.21,1993-10-09,1-URGENT,Clerk#000000943,0,s boost blithely. slyly bold accounts against the carefu
3003847,55099,F,27574.54,1994-06-12,5-LOW,Clerk#000000392,0,ar dependencies. express accounts sleep fina
3003872,84901,O,231191.17,1997-07-02,4-NOT SPECIFIED,Clerk#000000672,0,lithely. ironic depos
3003873,129283,F,333797.05,1992-06-10,4-NOT SPECIFIED,Clerk#000000646,0,press platelets nag along the express asympt
3003874,88903,O,15966.14,1995-06-26,3-MEDIUM,Clerk#000000180,0,"accounts haggle among the even foxes. ironic, regular accounts according to t"
3003875,30074,F,103448.15,1992-08-06,2-HIGH,Clerk#000000916,0,ly regular ideas nag fluff
3003876,94252,P,221739.64,1995-05-14,4-NOT SPECIFIED,Clerk#000000693,0, even packages. accounts cajole quickly. furiously bo
3003877,67180,O,255336.93,1997-11-29,2-HIGH,Clerk#000000287,0,"s, regular pinto beans. carefully express instructions cajole blith"
3003878,39736,F,125186.47,1992-10-22,2-HIGH,Clerk#000000991,0,te blithely bold deposits. ironi
3003879,41684,F,50504.15,1994-12-21,2-HIGH,Clerk#000000439,0," about the ironic, final somas wa"
3003904,72358,F,187455.94,1993-10-24,3-MEDIUM,Clerk#000000012,0,ccounts. carefully dogged requests was furiously. slyly ironic 
3003905,69229,F,264687.42,1992-04-30,1-URGENT,Clerk#000000554,0," express, regular ideas nag instructions. deposits around the deposits a"
3003906,98390,O,168852.55,1995-11-28,4-NOT SPECIFIED,Clerk#000000316,0,press theodolites integrate blithely special requests. blithely regula
3003907,32407,O,233094.53,1995-11-29,2-HIGH,Clerk#000000050,0,s according to the pending pac
3003908,11524,O,82217.62,1998-06-01,4-NOT SPECIFIED,Clerk#000000842,0, regular pinto beans.
3003909,12584,F,157185.52,1994-05-21,2-HIGH,Clerk#000000535,0,y regular theodolites. reques
3003910,146144,F,54846.72,1994-11-30,5-LOW,Clerk#000000358,0,ns wake. furiously even requests sleep careful
3003911,136289,O,194661.95,1998-07-03,5-LOW,Clerk#000000337,0,xes. carefully expr
3003936,93731,F,263826.74,1992-01-10,5-LOW,Clerk#000000707,0,ly pending packages wake quickly silent foxes. bold dolphins hinder furiously 
3003937,23231,F,73332.28,1994-07-01,5-LOW,Clerk#000000128,0,l packages. slyly unusual accounts haggle furiously. c
3003938,128506,O,241690.18,1997-11-21,4-NOT SPECIFIED,Clerk#000000806,0,posits are fluffily regular notornis
3003939,76963,O,99488.55,1997-10-25,5-LOW,Clerk#000000767,0,jole slyly quickly final foxes. carefully ironic foxes are alongside of the b
3003940,62870,O,83660.89,1996-04-17,5-LOW,Clerk#000000207,0,inal pinto beans. carefully final accounts cajole perman
3003941,55453,O,105263.99,1998-02-20,4-NOT SPECIFIED,Clerk#000000983,0,yly blithely regular dependencies. carefully regul
3003942,16295,F,50767.21,1993-08-03,4-NOT SPECIFIED,Clerk#000000707,0,nticing accounts sleep blithely ev
3003943,104242,O,135974.16,1996-10-11,2-HIGH,Clerk#000000269,0,y furiously regular instructions. furiously even
3003968,135691,O,269165.08,1997-01-20,5-LOW,Clerk#000000332,0,e quickly final accounts. foxes after the slyly iro
3003969,85640,O,210808.54,1996-01-06,1-URGENT,Clerk#000000866,0,sits hinder against 
3003970,95494,O,278339.79,1996-11-03,1-URGENT,Clerk#000000554,0,he even requests nag about the ironic ins
3003971,100705,F,166960.41,1993-05-01,3-MEDIUM,Clerk#000000529,0,"eposits! final, ironic theodolites engage about the c"
3003972,79456,F,288065.17,1992-01-19,3-MEDIUM,Clerk#000000825,0,requests use. fluffily
3003973,113365,F,61226.67,1994-08-27,4-NOT SPECIFIED,Clerk#000000057,0,"lites among the bold, "
3003974,9409,F,87924.65,1993-12-10,1-URGENT,Clerk#000000800,0,inly even pinto beans. slyly final instructions along the car
3003975,34885,F,63028.53,1994-08-14,5-LOW,Clerk#000000262,0, unusual theodolites dazzle. ironic courts affix blith
3004000,80014,F,69596.68,1993-01-19,4-NOT SPECIFIED,Clerk#000000607,0,uests. carefully regular packages above the carefu
